Categories,year,total,flesch_kincaid_Mean,flesch_kincaid_Min,flesch_kincaid_Max,smog_Mean,smog_Min,smog_Max,length_Mean,length_Min,length_Max,ChildCount
alcoholandtobacco;foodandrecipes,2010,4,12.18669124,11.20969825,13.95167276,14.75790198,13.40145869,16.11434528,4706.25,1817,10629,0
alcoholandtobacco;foodandrecipes,2011,6,12.94655594,11.20969825,15.13567704,15.53753842,13.40145869,16.6881,7571.333333,1817,16056,1
alcoholandtobacco;foodandrecipes,2012,6,12.26763425,11.20969825,13.80050752,14.6309981,13.40145869,15.86053751,5748.333333,1817,10866,0
alcoholandtobacco;foodandrecipes,2013,8,12.46213072,11.20969825,13.83376623,14.50814854,13.40145869,15.94569857,7860.5,1817,15398,2
alcoholandtobacco;foodandrecipes,2014,8,12.57687582,11.20969825,13.83376623,14.57795638,13.40145869,15.94569857,7984,1817,15188,2
alcoholandtobacco;foodandrecipes,2015,8,12.74653244,11.20969825,15.1757914,14.99186611,13.40145869,17.23854248,8983.125,1817,19993,2
alcoholandtobacco;foodandrecipes,2016,11,13.41329829,11.20969825,16.16608315,15.75216627,13.40145869,19.11798723,11393.90909,3654,24500,5
alcoholandtobacco;foodandrecipes,2017,13,13.62700375,11.20969825,16.16608315,15.94058761,13.40145869,19.11798723,11986.69231,3654,24500,7
alcoholandtobacco;foodandrecipes,2018,9,13.83750853,13.12159,16.16608315,15.64333133,14.45898005,19.11798723,15200.44444,5923,44295,7
alcoholandtobacco;foodandrecipes,2019,11,13.04649292,11.20969825,14.37343797,14.94850718,13.40145869,16.11434528,16125.63636,4562,45120,8
alcoholandtobacco;foodandrecipes;shopping,2002,1,11.97235095,11.97235095,11.97235095,14.45898005,14.45898005,14.45898005,9520,9520,9520,0
alcoholandtobacco;foodandrecipes;shopping,2007,1,10.47999817,10.47999817,10.47999817,,,,2315,2315,2315,1
alcoholandtobacco;foodandrecipes;shopping,2009,1,11.45407297,11.45407297,11.45407297,13.86744224,13.86744224,13.86744224,5205,5205,5205,0
alcoholandtobacco;foodandrecipes;shopping,2010,4,11.45407297,11.45407297,11.45407297,13.86744224,13.86744224,13.86744224,3737,2269,5205,0
alcoholandtobacco;foodandrecipes;shopping,2011,3,12.91847438,12.91847438,12.91847438,14.36255379,14.36255379,14.36255379,3620.333333,2269,5825,1
alcoholandtobacco;foodandrecipes;shopping,2012,4,12.80719273,12.69591107,12.91847438,14.33829136,14.31402892,14.36255379,4298,2762,5838,2
alcoholandtobacco;foodandrecipes;shopping,2013,6,10.81737419,9.422766284,12.69591107,14.45806446,14.31402892,14.6021,4272.333333,1809,10654,4
alcoholandtobacco;foodandrecipes;shopping,2014,7,11.08822972,9.422766284,13.12877277,14.62575577,14.6021,14.64941154,4621.142857,1809,10654,5
alcoholandtobacco;foodandrecipes;shopping,2015,8,11.43368874,9.422766284,13.12877277,14.64941154,14.64941154,14.64941154,4280.5,1809,10628,6
alcoholandtobacco;foodandrecipes;shopping,2016,5,12.20927571,11.74952718,13.12877277,14.64941154,14.64941154,14.64941154,5740.6,1923,10628,3
alcoholandtobacco;foodandrecipes;shopping,2017,7,11.52053021,10.16603239,13.91184487,14.13052533,12.5738667,14.64941154,7774.857143,1688,17606,6
alcoholandtobacco;foodandrecipes;shopping,2018,4,12.83068602,11.74952718,13.91184487,14.64941154,14.64941154,14.64941154,14129.5,10653,17606,4
alcoholandtobacco;foodandrecipes;shopping,2019,4,12.39487724,10.16603239,13.8289107,14.77430116,14.64941154,14.83674596,12062.75,1688,17952,4
alcoholandtobacco;personals,2012,1,6.415366342,6.415366342,6.415366342,9.558583805,9.558583805,9.558583805,4095,4095,4095,0
alcoholandtobacco;shopping,2001,4,10.03542646,9.542213232,11.1321,12.5161,12.5161,12.5161,4713.25,1587,7221,3
alcoholandtobacco;shopping,2002,7,10.42423674,9.542213232,12.15425616,13.24290986,12.5161,14.69652958,4063.571429,1587,7221,4
alcoholandtobacco;shopping,2003,10,10.12754789,8.884316088,12.15425616,13.24290986,12.5161,14.69652958,3366.6,1181,7221,4
alcoholandtobacco;shopping,2004,14,10.71269873,8.884316088,15.49446864,13.93280913,12.5161,15.77480295,5239.214286,1181,18251,5
alcoholandtobacco;shopping,2005,16,10.16954276,8.884316088,12.62947411,13.37504514,12.5161,14.31402892,4584.8125,1539,11032,7
alcoholandtobacco;shopping,2006,23,10.68201195,8.605307692,13.8460989,13.61062298,12.5161,16.36328637,4285.217391,598,11032,10
alcoholandtobacco;shopping,2007,29,10.90405943,8.884316088,13.84354812,13.68134181,12.5161,16.11434528,4738.758621,1265,11541,10
alcoholandtobacco;shopping,2008,30,10.99444461,8.884316088,13.04261401,13.75543703,12.91330727,14.92929796,5428,1369,12554,13
alcoholandtobacco;shopping,2009,31,11.56961229,8.579691418,16.17096447,14.52180961,12.91330727,18.52881045,6173,1369,13640,16
alcoholandtobacco;shopping,2010,36,11.88683961,8.579691418,15.77818182,14.3801825,12.91330727,16.6479251,5811.361111,1347,13521,13
alcoholandtobacco;shopping,2011,44,11.57554051,8.579691418,15.77818182,13.89005205,12.28138786,15.81774264,5610.477273,1347,11136,14
alcoholandtobacco;shopping,2012,58,11.74392009,8.579691418,15.77818182,14.05225809,10.93419731,16.6479251,6486.810345,1347,18037,20
alcoholandtobacco;shopping,2013,53,11.88013225,9.109074016,15.77818182,14.26905511,10.93419731,16.40432271,7318.509434,1972,18037,17
alcoholandtobacco;shopping,2014,54,12.10472406,8.132867133,15.77818182,14.30091237,11.53803483,16.56721497,7421.351852,1079,16377,14
alcoholandtobacco;shopping,2015,75,12.18734794,8.132867133,16.06241123,14.36737787,11.53803483,17.50586285,7893.133333,1079,22304,26
alcoholandtobacco;shopping,2016,67,12.51471811,9.20082205,16.50732247,14.60201856,11.34169021,17.50586285,8233.358209,1094,22304,23
alcoholandtobacco;shopping,2017,56,12.69275042,8.375952381,16.66844913,14.83125269,11.34169021,17.91617709,9207.875,1094,21791,23
alcoholandtobacco;shopping,2018,41,12.7996135,9.20082205,16.66844913,15.26753572,12.96874232,19.84966198,11720.56098,1875,35543,20
alcoholandtobacco;shopping,2019,50,12.97346261,9.20082205,16.73045227,15.01524586,12.74508487,17.87934746,14159.5,2063,35683,27
blogsandpersonal,2001,5,10.45702177,8.246078431,12.25877436,12.1622662,11.00357732,14.41086994,3983.4,2128,8952,3
blogsandpersonal,2002,1,8.409476843,8.409476843,8.409476843,11.07235135,11.07235135,11.07235135,3368,3368,3368,0
blogsandpersonal,2003,2,9.073449002,8.409476843,9.737421162,11.30519309,11.07235135,11.53803483,3913,3368,4458,1
blogsandpersonal,2004,7,9.339028016,8.345116883,10.35605378,11.53803483,11.53803483,11.53803483,4138.142857,2449,6596,5
blogsandpersonal,2005,11,10.8839315,9.070334378,12.92549407,13.18742774,13.18742774,13.18742774,5240.181818,2030,12680,7
blogsandpersonal,2006,12,11.06525788,8.345116883,14.96160714,14.61709197,12.96874232,16.19785254,5519.666667,2127,15702,6
blogsandpersonal,2007,11,10.44693011,8.150888889,14.91660194,15.82545182,15.24766489,16.11434528,5895.181818,1615,15691,5
blogsandpersonal,2008,12,11.06860849,8.03423913,14.91660194,15.32708898,14.55459255,16.11434528,7369.083333,1220,17406,7
blogsandpersonal,2009,21,11.61539449,8.166060606,15.28040852,15.26953312,14.55459255,16.36328637,7024.47619,1581,23677,8
blogsandpersonal,2010,36,12.2829148,8.027094017,15.94542201,14.99364214,12.91330727,16.40432271,5948.972222,1021,23715,14
blogsandpersonal,2011,49,12.54561174,9.401567251,15.28040852,14.76703699,11.60247206,16.72815622,6208.938776,952,23716,17
blogsandpersonal,2012,42,12.81744917,10.29970439,15.28040852,14.52760715,11.60247206,16.72815622,6488.52381,1379,24664,12
blogsandpersonal,2013,50,12.71949315,9.732318841,15.28040852,14.89788771,11.60247206,16.72815622,6805.02,1987,24664,17
blogsandpersonal,2014,56,12.98593463,10.69177016,16.35334885,14.84617108,11.60247206,16.72815622,6674.857143,2064,21780,17
blogsandpersonal,2015,52,12.9395785,10.69177016,16.31238325,14.68723831,11.60247206,16.84762313,6574.057692,2064,22598,12
blogsandpersonal,2016,49,12.72796823,9.670118541,16.30106867,15.30869,11.60247206,19.84966198,6811.122449,1998,26620,14
blogsandpersonal,2017,40,12.67826801,9.670118541,16.28579245,15.42131431,11.60247206,19.84966198,6739.85,1998,23168,9
blogsandpersonal,2018,26,12.54412621,9.670118541,16.18793851,14.66556914,11.60247206,18.06258737,8088.269231,2126,27347,5
blogsandpersonal,2019,15,12.07953536,7.451900593,15.28040852,14.11758723,10.1257567,15.68848315,10415.2,2126,29995,6
blogsandpersonal;business,2000,2,14.37712863,14.37712863,14.37712863,,,,1628,1628,1628,0
blogsandpersonal;business,2003,1,16.58180178,16.58180178,16.58180178,18.56409048,18.56409048,18.56409048,8001,8001,8001,0
blogsandpersonal;business,2004,2,16.58180178,16.58180178,16.58180178,18.56409048,18.56409048,18.56409048,8004,8004,8004,0
blogsandpersonal;business,2005,2,16.58180178,16.58180178,16.58180178,18.56409048,18.56409048,18.56409048,8004,8004,8004,0
blogsandpersonal;business,2006,4,13.7196546,10.8727863,16.58180178,18.78984659,18.56409048,19.0156027,4804.75,1595,8025,2
blogsandpersonal;business,2007,5,13.59569835,10.8727863,16.55124402,17.85160323,15.55787943,19.0156027,5003.4,873,8025,1
blogsandpersonal;business,2008,6,13.82658838,11.81293763,16.52189374,17.22552758,15.38157575,18.98132757,5676.166667,871,9677,0
blogsandpersonal;business,2009,13,12.74632674,9.754722222,16.52189374,16.61728624,15.38157575,18.98132757,5007.384615,871,9677,0
blogsandpersonal;business,2010,24,12.68209935,9.728082192,16.5606927,15.94333988,14.69652958,18.91255403,4928.666667,856,9848,2
blogsandpersonal;business,2011,28,12.6697958,9.728082192,16.14422121,15.44503924,13.34837121,18.73929462,4631.928571,856,13470,4
blogsandpersonal;business,2012,36,12.73465118,9.728082192,16.14422121,14.87931379,13.34837121,18.73929462,4955.5,856,13470,5
blogsandpersonal;business,2013,31,13.02311862,11.12046811,16.10168387,15.17600143,13.61112027,18.70441146,5424.774194,1120,12758,7
blogsandpersonal;business,2014,39,12.7922048,10.33877765,16.06985147,15.14638212,13.61112027,18.66945,5767.794872,1566,15425,10
blogsandpersonal;business,2015,46,12.92049173,10.49493446,15.91446653,15.22612648,13.45427322,18.6344097,5905.456522,1566,16255,12
blogsandpersonal;business,2016,44,12.9039908,10.49493446,16.11194296,15.06153535,13.45427322,18.7741,5988.863636,1566,16292,13
blogsandpersonal;business,2017,24,12.93797735,10.49493446,16.34107751,15.63610502,13.45427322,18.91255403,5581.208333,2158,16292,7
blogsandpersonal;business,2018,24,13.16321472,9.968985507,16.5786044,15.49157878,12.04049591,18.6344097,6320.666667,2158,16292,7
blogsandpersonal;business,2019,14,13.1632878,10.82860963,16.5786044,15.780214,13.76565471,18.27955013,6114.285714,2175,15771,3
blogsandpersonal;business;economyandfinance,2010,2,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;economyandfinance,2011,2,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;economyandfinance,2012,2,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;economyandfinance,2013,2,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;economyandfinance,2014,2,13.51329098,12.8569335,14.16964846,17.08348895,17.08348895,17.08348895,5204.5,2574,7835,1
blogsandpersonal;business;economyandfinance,2015,4,13.06054987,11.76045318,14.16964846,15.85614553,13.40145869,17.08348895,6867.25,2581,9218,3
blogsandpersonal;business;economyandfinance,2016,4,13.15604891,12.14244936,14.16964846,15.24247382,13.40145869,17.08348895,8526.5,7835,9218,4
blogsandpersonal;business;economyandfinance,2017,2,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;economyandfinance,2018,2,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;economyandfinance,2019,1,12.8569335,12.8569335,12.8569335,,,,2574,2574,2574,0
blogsandpersonal;business;education,2003,1,11.04314985,11.04314985,11.04314985,,,,3079,3079,3079,0
blogsandpersonal;business;education,2004,5,12.5284685,11.04314985,14.45640275,15.27513214,14.36255379,15.81774264,7854,3079,12073,3
blogsandpersonal;business;education,2005,9,12.78691338,11.04314985,14.45640275,15.81774264,15.81774264,15.81774264,7793.222222,3017,12073,6
blogsandpersonal;business;education,2006,14,12.77567523,9.304621446,16.51008403,13.86828498,11.4731,15.81774264,6227.285714,2305,12073,9
blogsandpersonal;business;education,2007,12,14.06796056,11.04314985,16.51008403,15.64729179,15.15756279,16.36328637,6493,2305,12073,5
blogsandpersonal;business;education,2008,20,13.24082188,10.34185507,16.51008403,15.15793948,12.91330727,16.36328637,7259.4,2061,15553,10
blogsandpersonal;business;education,2009,23,12.75478976,10.34185507,16.51008403,14.79076567,12.91330727,17.16122988,5560.73913,1540,13648,8
blogsandpersonal;business;education,2010,65,13.23341756,9.43989011,16.54442157,15.74721357,13.24136018,18.73929462,5125.276923,1352,15558,19
blogsandpersonal;business;education,2011,71,12.77902595,9.43989011,16.54442157,14.90267241,12.80148409,17.19993928,5251.380282,831,15558,23
blogsandpersonal;business;education,2012,77,12.72453029,9.712075224,16.51008403,14.77351114,12.74508487,17.19993928,5545.935065,1498,15558,24
blogsandpersonal;business;education,2013,85,12.88017867,9.652451723,16.51008403,14.94221102,12.74508487,17.19993928,5469.929412,1486,14655,27
blogsandpersonal;business;education,2014,79,12.92360005,10.29989305,16.6214857,15.19614209,12.74508487,18.49344942,5301.101266,1486,17654,23
blogsandpersonal;business;education,2015,81,12.83650865,9.780285205,15.58259327,15.0731041,12.74508487,17.19993928,5558.777778,1486,22103,23
blogsandpersonal;business;education,2016,89,12.75404571,10.29989305,15.90523386,14.99885019,12.74508487,18.27955013,5424.651685,1486,19223,21
blogsandpersonal;business;education,2017,74,12.50341776,9.780285205,15.58259327,14.76378882,12.28138786,17.19993928,5714.594595,1486,19045,19
blogsandpersonal;business;education,2018,69,12.58670083,9.780285205,16.5786044,14.88809683,12.28138786,17.76830261,7325.130435,1486,55975,19
blogsandpersonal;business;education,2019,39,12.56086395,9.84100295,15.40443792,14.70676317,11.79290869,17.58133194,8235.769231,1486,25752,12
blogsandpersonal;business;education;entertainment,2004,1,9.534477438,9.534477438,9.534477438,11.97924847,11.97924847,11.97924847,2969,2969,2969,0
blogsandpersonal;business;education;entertainment,2005,2,9.586005822,9.534477438,9.637534207,12.00987219,11.97924847,12.04049591,2979.5,2969,2990,0
blogsandpersonal;business;education;entertainment,2006,2,9.908725767,9.637534207,10.17991733,12.04049591,12.04049591,12.04049591,2942.5,2896,2989,0
blogsandpersonal;business;education;entertainment,2007,2,10.6565879,10.6565879,10.6565879,,,,2988,2988,2988,0
blogsandpersonal;business;education;entertainment,2008,2,10.37544829,10.09430868,10.6565879,,,,2519,2050,2988,0
blogsandpersonal;business;education;entertainment,2009,1,10.09430868,10.09430868,10.09430868,,,,2050,2050,2050,0
blogsandpersonal;business;education;entertainment,2015,1,15.9906812,15.9906812,15.9906812,16.6479251,16.6479251,16.6479251,9316,9316,9316,1
blogsandpersonal;business;education;entertainment,2016,2,15.9906812,15.9906812,15.9906812,16.6479251,16.6479251,16.6479251,9316,9316,9316,2
blogsandpersonal;business;entertainment,2004,1,11.89552909,11.89552909,11.89552909,14.69652958,14.69652958,14.69652958,10953,10953,10953,1
blogsandpersonal;business;entertainment,2008,4,13.01444554,11.14137566,14.92973333,15.81774264,15.81774264,15.81774264,5251.25,799,12592,1
blogsandpersonal;business;entertainment,2009,5,12.22940272,11.14137566,13.22129053,15.66681034,14.92929796,16.40432271,4359.4,799,9359,2
blogsandpersonal;business;entertainment,2010,11,12.84813188,11.14137566,15.28894851,15.19892113,13.2950065,16.40432271,6236,817,13910,7
blogsandpersonal;business;entertainment,2011,13,12.99024331,11.14137566,15.15026518,15.26563949,13.18742774,16.56721497,5150.153846,817,11132,6
blogsandpersonal;business;entertainment,2012,18,12.96177312,11.18849476,15.31297678,14.63481103,13.18742774,16.3221224,7075.055556,1527,14655,8
blogsandpersonal;business;entertainment,2013,27,12.8257162,9.297653959,16.01913843,14.6547139,13.18742774,16.96605863,6176.925926,1066,18846,10
blogsandpersonal;business;entertainment,2014,28,12.440535,9.297653959,15.31297678,14.47432829,13.18742774,16.3221224,5403.857143,1066,15258,10
blogsandpersonal;business;entertainment,2015,27,12.42467219,9.297653959,15.31297678,14.34002093,13.18742774,16.3221224,5945.62963,1066,17443,11
blogsandpersonal;business;entertainment,2016,34,12.8161025,9.297653959,16.12792228,14.94513712,13.18742774,19.0156027,7954.647059,1527,25299,16
blogsandpersonal;business;entertainment,2017,26,12.6878799,9.297653959,16.44081661,14.91335463,13.18742774,19.28718652,8041.692308,1527,25579,13
blogsandpersonal;business;entertainment,2018,15,12.64597962,11.08243104,16.04752101,14.67718709,13.18742774,18.0261197,10130.86667,1527,31631,6
blogsandpersonal;business;entertainment,2019,22,12.26139244,9.469320055,16.04610822,14.35032548,12.96874232,18.0261197,9471.545455,1370,31625,6
blogsandpersonal;business;foodandrecipes,2012,2,10.98004635,9.68235443,12.27773827,15.47004243,15.47004243,15.47004243,5486,1615,9357,0
blogsandpersonal;business;foodandrecipes,2013,3,11.58501245,9.68235443,12.53634146,15.02112968,15.02112968,15.02112968,4787,1615,6373,0
blogsandpersonal;business;foodandrecipes,2014,2,12.53634146,12.53634146,12.53634146,15.02112968,15.02112968,15.02112968,6372,6370,6374,0
blogsandpersonal;business;foodandrecipes,2015,3,12.90228275,12.53634146,13.63416534,15.02112968,15.02112968,15.02112968,5121.666667,2621,6372,0
blogsandpersonal;business;foodandrecipes,2016,2,12.53634146,12.53634146,12.53634146,15.02112968,15.02112968,15.02112968,6372,6372,6372,0
blogsandpersonal;business;foodandrecipes,2017,3,10.52393438,9.68235443,12.20709429,14.64941154,14.64941154,14.64941154,3406,1615,6988,1
blogsandpersonal;business;informationtech,2003,1,10.8982459,10.8982459,10.8982459,,,,1570,1570,1570,0
blogsandpersonal;business;informationtech,2004,2,10.8982459,10.8982459,10.8982459,,,,1570,1570,1570,0
blogsandpersonal;business;informationtech,2005,2,10.8982459,10.8982459,10.8982459,,,,1570,1570,1570,0
blogsandpersonal;business;informationtech,2006,2,10.8982459,10.8982459,10.8982459,,,,1570,1570,1570,0
blogsandpersonal;business;informationtech,2007,4,12.57545913,10.56121212,14.17380952,,,,3299,2533,4078,0
